Order Date,Quantity,Sales,Profit,Discount,Quantity_Lag_1,Quantity_Lag_2,Quantity_Rolling_Mean_3,Sales_Lag_1,Profit_Lag_1,Month,Year,Week_of_Year,Sub-Category
2014-07-06,7,115.36,49.6,0.0,7.0,10.0,6.666666666666667,310.34000000000003,54.83,7,2014,27,Accessories
2014-07-13,4,46.69,-2.92,0.2,7.0,7.0,8.0,115.36,49.6,7,2014,28,Accessories
2014-07-20,5,44.91,16.41,0.0,4.0,7.0,6.0,46.69,-2.92,7,2014,29,Accessories
2014-07-27,37,2328.84,362.67,0.05,5.0,4.0,5.333333333333333,44.91,16.41,7,2014,30,Accessories
2014-08-03,0,0.0,0.0,0.0,37.0,5.0,15.333333333333334,2328.84,362.67,8,2014,31,Accessories
2014-08-10,19,686.24,185.74,0.06666666666666667,0.0,37.0,14.0,0.0,0.0,8,2014,32,Accessories
2014-08-17,14,443.88,104.2,0.1,19.0,0.0,18.666666666666668,686.24,185.74,8,2014,33,Accessories
2014-08-24,0,0.0,0.0,0.0,14.0,19.0,11.0,443.88,104.2,8,2014,34,Accessories
2014-08-31,25,514.39,124.4,0.0,0.0,14.0,11.0,0.0,0.0,8,2014,35,Accessories
2014-09-07,12,330.95,64.53,0.1,25.0,0.0,13.0,514.39,124.4,9,2014,36,Accessories
2014-09-14,11,316.7,48.699999999999996,0.2,12.0,25.0,12.333333333333334,330.95,64.53,9,2014,37,Accessories
2014-09-21,12,103.9,29.98,0.2,11.0,12.0,16.0,316.7,48.699999999999996,9,2014,38,Accessories
2014-09-28,13,156.97,38.93,0.2,12.0,11.0,11.666666666666666,103.9,29.98,9,2014,39,Accessories
2014-10-05,0,0.0,0.0,0.0,13.0,12.0,12.0,156.97,38.93,10,2014,40,Accessories
2014-10-12,1,10.99,4.29,0.0,0.0,13.0,8.333333333333334,0.0,0.0,10,2014,41,Accessories
2014-10-19,13,525.69,105.42,0.04,1.0,0.0,4.666666666666667,10.99,4.29,10,2014,42,Accessories
2014-10-26,7,360.75,72.5,0.2,13.0,1.0,4.666666666666667,525.69,105.42,10,2014,43,Accessories
2014-11-02,14,488.34,151.91,0.0,7.0,13.0,7.0,360.75,72.5,11,2014,44,Accessories
2014-11-09,22,1075.29,243.95,0.13333333333333333,14.0,7.0,11.333333333333334,488.34,151.91,11,2014,45,Accessories
2014-11-16,15,1219.6,220.74,0.0,22.0,14.0,14.333333333333334,1075.29,243.95,11,2014,46,Accessories
2014-11-23,14,307.0,50.52,0.06666666666666667,15.0,22.0,17.0,1219.6,220.74,11,2014,47,Accessories
2014-11-30,21,378.63,61.97,0.1,14.0,15.0,17.0,307.0,50.52,11,2014,48,Accessories
2014-12-07,4,23.84,3.28,0.2,21.0,14.0,16.666666666666668,378.63,61.97,12,2014,49,Accessories
2014-12-14,32,975.61,242.41,0.14285714285714285,4.0,21.0,13.0,23.84,3.28,12,2014,50,Accessories
2014-12-21,19,952.37,156.9,0.12000000000000002,32.0,4.0,19.0,975.61,242.41,12,2014,51,Accessories
2014-12-28,8,560.85,197.45999999999998,0.0,19.0,32.0,18.333333333333332,952.37,156.9,12,2014,52,Accessories
2015-01-04,25,2079.82,866.9200000000001,0.05714285714285715,8.0,19.0,19.666666666666668,560.85,197.45999999999998,1,2015,1,Accessories
2015-01-11,9,1435.29,598.88,0.1,25.0,8.0,17.333333333333332,2079.82,866.9200000000001,1,2015,2,Accessories
2015-01-18,0,0.0,0.0,0.0,9.0,25.0,14.0,1435.29,598.88,1,2015,3,Accessories
2015-01-25,0,0.0,0.0,0.0,0.0,9.0,11.333333333333334,0.0,0.0,1,2015,4,Accessories
2015-02-01,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2,2015,5,Accessories
2015-02-08,12,298.08,85.16,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,2,2015,6,Accessories
2015-02-15,20,712.9000000000001,72.12,0.1,12.0,0.0,4.0,298.08,85.16,2,2015,7,Accessories
2015-02-22,1,29.99,3.0,0.0,20.0,12.0,10.666666666666666,712.9000000000001,72.12,2,2015,8,Accessories
2015-03-01,14,937.3199999999999,165.5,0.1,1.0,20.0,11.0,29.99,3.0,3,2015,9,Accessories
2015-03-08,6,177.52,50.65,0.1,14.0,1.0,11.666666666666666,937.3199999999999,165.5,3,2015,10,Accessories
2015-03-15,16,346.08,96.27,0.10000000000000002,6.0,14.0,7.0,177.52,50.65,3,2015,11,Accessories
2015-03-22,8,462.96,92.29,0.1,16.0,6.0,12.0,346.08,96.27,3,2015,12,Accessories
2015-03-29,10,476.24,137.13,0.05,8.0,16.0,10.0,462.96,92.29,3,2015,13,Accessories
2015-04-05,0,0.0,0.0,0.0,10.0,8.0,11.333333333333334,476.24,137.13,4,2015,14,Accessories
2015-04-12,13,1864.2800000000002,550.2900000000001,0.05,0.0,10.0,6.0,0.0,0.0,4,2015,15,Accessories
2015-04-19,19,814.41,281.10999999999996,0.06666666666666667,13.0,0.0,7.666666666666667,1864.2800000000002,550.2900000000001,4,2015,16,Accessories
2015-04-26,0,0.0,0.0,0.0,19.0,13.0,10.666666666666666,814.41,281.10999999999996,4,2015,17,Accessories
2015-05-03,1,10.31,-1.29,0.2,0.0,19.0,10.666666666666666,0.0,0.0,5,2015,18,Accessories
2015-05-10,16,615.78,81.53,0.15000000000000002,1.0,0.0,6.666666666666667,10.31,-1.29,5,2015,19,Accessories
2015-05-17,9,342.95,50.150000000000006,0.13333333333333333,16.0,1.0,5.666666666666667,615.78,81.53,5,2015,20,Accessories
2015-05-24,0,0.0,0.0,0.0,9.0,16.0,8.666666666666666,342.95,50.150000000000006,5,2015,21,Accessories
2015-05-31,11,319.9,86.85,0.1,0.0,9.0,8.333333333333334,0.0,0.0,5,2015,22,Accessories
2015-06-07,4,44.019999999999996,8.86,0.2,11.0,0.0,6.666666666666667,319.9,86.85,6,2015,23,Accessories
2015-06-14,11,1687.89,112.15,0.0,4.0,11.0,5.0,44.019999999999996,8.86,6,2015,24,Accessories
2015-06-21,3,331.65000000000003,91.27,0.2,11.0,4.0,8.666666666666666,1687.89,112.15,6,2015,25,Accessories
2015-06-28,5,116.9,26.8,0.0,3.0,11.0,6.0,331.65000000000003,91.27,6,2015,26,Accessories
2015-07-05,6,383.95,47.99,0.2,5.0,3.0,6.333333333333333,116.9,26.8,7,2015,27,Accessories
2015-07-12,12,649.93,184.17999999999998,0.0,6.0,5.0,4.666666666666667,383.95,47.99,7,2015,28,Accessories
2015-07-19,14,1119.8600000000001,368.76,0.0,12.0,6.0,7.666666666666667,649.93,184.17999999999998,7,2015,29,Accessories
2015-07-26,19,1111.06,189.05,0.0,14.0,12.0,10.666666666666666,1119.8600000000001,368.76,7,2015,30,Accessories
2015-08-02,20,2759.2799999999997,960.02,0.0,19.0,14.0,15.0,1111.06,189.05,8,2015,31,Accessories
2015-08-09,4,82.36999999999999,29.54,0.1,20.0,19.0,17.666666666666668,2759.2799999999997,960.02,8,2015,32,Accessories
2015-08-16,12,759.0500000000001,144.77,0.05,4.0,20.0,14.333333333333334,82.36999999999999,29.54,8,2015,33,Accessories
2015-08-23,19,556.52,14.799999999999997,0.15000000000000002,12.0,4.0,12.0,759.0500000000001,144.77,8,2015,34,Accessories
2015-08-30,13,220.48,41.54,0.0,19.0,12.0,11.666666666666666,556.52,14.799999999999997,8,2015,35,Accessories
2015-09-06,19,723.38,133.82,0.16,13.0,19.0,14.666666666666666,220.48,41.54,9,2015,36,Accessories
2015-09-13,13,1067.71,162.28,0.0,19.0,13.0,17.0,723.38,133.82,9,2015,37,Accessories
2015-09-20,18,1530.55,404.29,0.1,13.0,19.0,15.0,1067.71,162.28,9,2015,38,Accessories
2015-09-27,30,2206.03,559.1999999999999,0.1,18.0,13.0,16.666666666666668,1530.55,404.29,9,2015,39,Accessories
2015-10-04,0,0.0,0.0,0.0,30.0,18.0,20.333333333333332,2206.03,559.1999999999999,10,2015,40,Accessories
2015-10-11,6,126.59,32.239999999999995,0.1,0.0,30.0,16.0,0.0,0.0,10,2015,41,Accessories
2015-10-18,16,495.09,97.32,0.15000000000000002,6.0,0.0,12.0,126.59,32.239999999999995,10,2015,42,Accessories
2015-10-25,15,658.29,247.37,0.0,16.0,6.0,7.333333333333333,495.09,97.32,10,2015,43,Accessories
2015-11-01,0,0.0,0.0,0.0,15.0,16.0,12.333333333333334,658.29,247.37,11,2015,44,Accessories
2015-11-08,9,138.84,45.11,0.0,0.0,15.0,10.333333333333334,0.0,0.0,11,2015,45,Accessories
2015-11-15,34,781.5899999999999,60.58,0.08888888888888889,9.0,0.0,8.0,138.84,45.11,11,2015,46,Accessories
2015-11-22,15,1457.99,398.46999999999997,0.08,34.0,9.0,14.333333333333334,781.5899999999999,60.58,11,2015,47,Accessories
2015-11-29,16,592.36,123.24000000000001,0.06666666666666667,15.0,34.0,19.333333333333332,1457.99,398.46999999999997,11,2015,48,Accessories
2015-12-06,2,10.38,2.21,0.2,16.0,15.0,21.666666666666668,592.36,123.24000000000001,12,2015,49,Accessories
2015-12-13,14,362.19,147.37,0.05,2.0,16.0,11.0,10.38,2.21,12,2015,50,Accessories
2015-12-20,38,7039.53,2172.85,0.08888888888888889,14.0,2.0,10.666666666666666,362.19,147.37,12,2015,51,Accessories
2015-12-27,34,1617.6100000000001,512.87,0.13333333333333333,38.0,14.0,18.0,7039.53,2172.85,12,2015,52,Accessories
2016-01-03,2,54.38,1.36,0.2,34.0,38.0,28.666666666666668,1617.6100000000001,512.87,1,2016,53,Accessories
2016-01-10,15,658.52,266.11,0.04,2.0,34.0,24.666666666666668,54.38,1.36,1,2016,1,Accessories
2016-01-17,13,729.65,153.04,0.05,15.0,2.0,17.0,658.52,266.11,1,2016,2,Accessories
2016-01-24,5,155.16,58.85,0.1,13.0,15.0,10.0,729.65,153.04,1,2016,3,Accessories
2016-01-31,0,0.0,0.0,0.0,5.0,13.0,11.0,155.16,58.85,1,2016,4,Accessories
2016-02-07,0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,2,2016,5,Accessories
2016-02-14,8,325.15999999999997,27.699999999999996,0.2,0.0,0.0,1.6666666666666667,0.0,0.0,2,2016,6,Accessories
2016-02-21,4,102.96,40.370000000000005,0.0,8.0,0.0,2.6666666666666665,325.15999999999997,27.699999999999996,2,2016,7,Accessories
2016-02-28,1,36.24,15.22,0.0,4.0,8.0,4.0,102.96,40.370000000000005,2,2016,8,Accessories
2016-03-06,20,801.9,-46.53999999999999,0.2,1.0,4.0,4.333333333333333,36.24,15.22,3,2016,9,Accessories
2016-03-13,28,2352.14,774.33,0.08,20.0,1.0,8.333333333333334,801.9,-46.53999999999999,3,2016,10,Accessories
2016-03-20,3,83.98,-13.65,0.2,28.0,20.0,16.333333333333332,2352.14,774.33,3,2016,11,Accessories
2016-03-27,10,1466.01,245.95,0.06666666666666667,3.0,28.0,17.0,83.98,-13.65,3,2016,12,Accessories
2016-04-03,2,159.98,57.59,0.0,10.0,3.0,13.666666666666666,1466.01,245.95,4,2016,13,Accessories
2016-04-10,8,369.91999999999996,104.97999999999999,0.0,2.0,10.0,5.0,159.98,57.59,4,2016,14,Accessories
2016-04-17,17,814.02,174.12,0.15000000000000002,8.0,2.0,6.666666666666667,369.91999999999996,104.97999999999999,4,2016,15,Accessories
2016-04-24,3,258.7,64.67,0.2,17.0,8.0,9.0,814.02,174.12,4,2016,16,Accessories
2016-05-01,6,191.47,40.69,0.2,3.0,17.0,9.333333333333334,258.7,64.67,5,2016,17,Accessories
2016-05-08,0,0.0,0.0,0.0,6.0,3.0,8.666666666666666,191.47,40.69,5,2016,18,Accessories
2016-05-15,28,1025.21,188.57,0.08,0.0,6.0,3.0,0.0,0.0,5,2016,19,Accessories
2016-05-22,7,161.36,57.6,0.0,28.0,0.0,11.333333333333334,1025.21,188.57,5,2016,20,Accessories
2016-05-29,3,111.91,4.78,0.2,7.0,28.0,11.666666666666666,161.36,57.6,5,2016,21,Accessories
2016-06-05,15,2341.82,688.1099999999999,0.1,3.0,7.0,12.666666666666666,111.91,4.78,6,2016,22,Accessories
2016-06-12,16,588.98,224.94,0.0,15.0,3.0,8.333333333333334,2341.82,688.1099999999999,6,2016,23,Accessories
2016-06-19,3,47.75,11.98,0.1,16.0,15.0,11.333333333333334,588.98,224.94,6,2016,24,Accessories
2016-06-26,17,322.42,54.28,0.06666666666666667,3.0,16.0,11.333333333333334,47.75,11.98,6,2016,25,Accessories
2016-07-03,11,150.12,20.37,0.1,17.0,3.0,12.0,322.42,54.28,7,2016,26,Accessories
2016-07-10,8,379.91999999999996,108.38,0.0,11.0,17.0,10.333333333333334,150.12,20.37,7,2016,27,Accessories
2016-07-17,13,1133.33,301.14,0.04,8.0,11.0,12.0,379.91999999999996,108.38,7,2016,28,Accessories
2016-07-24,7,515.5,172.18,0.06666666666666667,13.0,8.0,10.666666666666666,1133.33,301.14,7,2016,29,Accessories
2016-07-31,7,124.25,48.46,0.0,7.0,13.0,9.333333333333334,515.5,172.18,7,2016,30,Accessories
2016-08-07,16,518.0,80.44000000000001,0.20000000000000004,7.0,7.0,9.0,124.25,48.46,8,2016,31,Accessories
2016-08-14,19,529.36,88.58,0.16666666666666666,16.0,7.0,10.0,518.0,80.44000000000001,8,2016,32,Accessories
2016-08-21,3,254.97,91.79,0.0,19.0,16.0,14.0,529.36,88.58,8,2016,33,Accessories
2016-08-28,19,1404.28,202.82999999999998,0.10000000000000002,3.0,19.0,12.666666666666666,254.97,91.79,8,2016,34,Accessories
2016-09-04,18,767.51,246.81,0.04,19.0,3.0,13.666666666666666,1404.28,202.82999999999998,9,2016,35,Accessories
2016-09-11,5,573.95,190.75,0.0,18.0,19.0,13.333333333333334,767.51,246.81,9,2016,36,Accessories
2016-09-18,6,79.02,23.76,0.1,5.0,18.0,14.0,573.95,190.75,9,2016,37,Accessories
2016-09-25,10,749.9,282.46,0.0,6.0,5.0,9.666666666666666,79.02,23.76,9,2016,38,Accessories
2016-10-02,11,778.19,32.010000000000005,0.05,10.0,6.0,7.0,749.9,282.46,10,2016,39,Accessories
2016-10-09,4,66.84,12.6,0.1,11.0,10.0,9.0,778.19,32.010000000000005,10,2016,40,Accessories
2016-10-16,31,2545.04,632.89,0.1142857142857143,4.0,11.0,8.333333333333334,66.84,12.6,10,2016,41,Accessories
2016-10-23,12,204.24,0.5400000000000009,0.1,31.0,4.0,15.333333333333334,2545.04,632.89,10,2016,42,Accessories
2016-10-30,6,459.98,42.6,0.0,12.0,31.0,15.666666666666666,204.24,0.5400000000000009,10,2016,43,Accessories
2016-11-06,8,675.9200000000001,224.35000000000002,0.0,6.0,12.0,16.333333333333332,459.98,42.6,11,2016,44,Accessories
2016-11-13,26,3855.31,690.27,0.04,8.0,6.0,8.666666666666666,675.9200000000001,224.35000000000002,11,2016,45,Accessories
2016-11-20,18,2798.19,837.23,0.03333333333333333,26.0,8.0,13.333333333333334,3855.31,690.27,11,2016,46,Accessories
2016-11-27,54,2323.66,512.79,0.1076923076923077,18.0,26.0,17.333333333333332,2798.19,837.23,11,2016,47,Accessories
2016-12-04,8,160.12,22.89,0.1,54.0,18.0,32.666666666666664,2323.66,512.79,12,2016,48,Accessories
2016-12-11,18,1572.6200000000001,102.96,0.1,8.0,54.0,26.666666666666668,160.12,22.89,12,2016,49,Accessories
2016-12-18,30,1729.7,288.5,0.05714285714285715,18.0,8.0,26.666666666666668,1572.6200000000001,102.96,12,2016,50,Accessories
2016-12-25,25,1122.12,347.1,0.10000000000000002,30.0,18.0,18.666666666666668,1729.7,288.5,12,2016,51,Accessories
2017-01-01,5,129.97,19.39,0.1,25.0,30.0,24.333333333333332,1122.12,347.1,1,2017,52,Accessories
2017-01-08,9,172.76,48.8,0.0,5.0,25.0,20.0,129.97,19.39,1,2017,1,Accessories
2017-01-15,34,596.66,121.50000000000001,0.07500000000000001,9.0,5.0,13.0,172.76,48.8,1,2017,2,Accessories
2017-01-22,8,799.9200000000001,197.98000000000002,0.0,34.0,9.0,16.0,596.66,121.50000000000001,1,2017,3,Accessories
2017-01-29,14,617.87,160.47,0.13333333333333333,8.0,34.0,17.0,799.9200000000001,197.98000000000002,1,2017,4,Accessories
2017-02-05,15,1016.0899999999999,247.23999999999998,0.0,14.0,8.0,18.666666666666668,617.87,160.47,2,2017,5,Accessories
2017-02-12,24,4625.34,1418.13,0.04,15.0,14.0,12.333333333333334,1016.0899999999999,247.23999999999998,2,2017,6,Accessories
2017-02-19,7,909.49,391.08000000000004,0.0,24.0,15.0,17.666666666666668,4625.34,1418.13,2,2017,7,Accessories
2017-02-26,7,1399.69,216.28,0.20000000000000004,7.0,24.0,15.333333333333334,909.49,391.08000000000004,2,2017,8,Accessories
2017-03-05,2,99.98,42.99,0.0,7.0,7.0,12.666666666666666,1399.69,216.28,3,2017,9,Accessories
2017-03-12,68,4755.24,1528.08,0.10588235294117647,2.0,7.0,5.333333333333333,99.98,42.99,3,2017,10,Accessories
2017-03-19,27,830.91,265.44,0.05714285714285715,68.0,2.0,25.666666666666668,4755.24,1528.08,3,2017,11,Accessories
2017-03-26,12,461.21000000000004,72.35,0.05,27.0,68.0,32.333333333333336,830.91,265.44,3,2017,12,Accessories
2017-04-02,1,39.99,7.0,0.2,12.0,27.0,35.666666666666664,461.21000000000004,72.35,4,2017,13,Accessories
2017-04-09,8,111.0,38.11,0.1,1.0,12.0,13.333333333333334,39.99,7.0,4,2017,14,Accessories
2017-04-16,19,991.4,156.14,0.10000000000000002,8.0,1.0,7.0,111.0,38.11,4,2017,15,Accessories
2017-04-23,12,260.27,79.7,0.1,19.0,8.0,9.333333333333334,991.4,156.14,4,2017,16,Accessories
2017-04-30,8,180.33,28.31,0.06666666666666667,12.0,19.0,13.0,260.27,79.7,4,2017,17,Accessories
2017-05-07,3,299.97,125.99,0.0,8.0,12.0,13.0,180.33,28.31,5,2017,18,Accessories
2017-05-14,34,2578.23,997.5600000000001,0.044444444444444446,3.0,8.0,7.666666666666667,299.97,125.99,5,2017,19,Accessories
2017-05-21,8,404.09000000000003,128.96,0.0,34.0,3.0,15.0,2578.23,997.5600000000001,5,2017,20,Accessories
2017-05-28,30,608.86,110.0,0.06666666666666667,8.0,34.0,15.0,404.09000000000003,128.96,5,2017,21,Accessories
2017-06-04,2,35.36,-3.09,0.2,30.0,8.0,24.0,608.86,110.0,6,2017,22,Accessories
2017-06-11,19,1046.58,254.34,0.08,2.0,30.0,13.333333333333334,35.36,-3.09,6,2017,23,Accessories
2017-06-18,9,581.29,116.1,0.1,19.0,2.0,17.0,1046.58,254.34,6,2017,24,Accessories
2017-06-25,25,615.37,98.83,0.05,9.0,19.0,10.0,581.29,116.1,6,2017,25,Accessories
2017-07-02,17,1781.69,331.84000000000003,0.06666666666666667,25.0,9.0,17.666666666666668,615.37,98.83,7,2017,26,Accessories
2017-07-09,33,1989.91,294.47,0.08333333333333333,17.0,25.0,17.0,1781.69,331.84000000000003,7,2017,27,Accessories
2017-07-16,28,1926.44,426.05,0.028571428571428574,33.0,17.0,25.0,1989.91,294.47,7,2017,28,Accessories
2017-07-23,13,949.6700000000001,287.75,0.0,28.0,33.0,26.0,1926.44,426.05,7,2017,29,Accessories
2017-07-30,13,1975.47,704.64,0.0,13.0,28.0,24.666666666666668,949.6700000000001,287.75,7,2017,30,Accessories
2017-08-06,9,130.96,20.59,0.2,13.0,13.0,18.0,1975.47,704.64,8,2017,31,Accessories
2017-08-13,34,1038.63,316.21000000000004,0.08,9.0,13.0,11.666666666666666,130.96,20.59,8,2017,32,Accessories
2017-08-20,19,2461.4,613.2099999999999,0.0,34.0,9.0,18.666666666666668,1038.63,316.21000000000004,8,2017,33,Accessories
2017-08-27,18,1225.0500000000002,236.70999999999998,0.06666666666666667,19.0,34.0,20.666666666666668,2461.4,613.2099999999999,8,2017,34,Accessories
2017-09-03,6,987.8599999999999,303.76,0.06666666666666667,18.0,19.0,23.666666666666668,1225.0500000000002,236.70999999999998,9,2017,35,Accessories
2017-09-10,6,359.94,139.18,0.0,6.0,18.0,14.333333333333334,987.8599999999999,303.76,9,2017,36,Accessories
2017-09-17,36,2553.77,804.54,0.07272727272727274,6.0,6.0,10.0,359.94,139.18,9,2017,37,Accessories
2017-09-24,57,2973.01,758.34,0.042857142857142864,36.0,6.0,16.0,2553.77,804.54,9,2017,38,Accessories
2017-10-01,12,574.3,151.32999999999998,0.15000000000000002,57.0,36.0,33.0,2973.01,758.34,10,2017,39,Accessories
2017-10-08,12,440.21,137.94,0.05,12.0,57.0,35.0,574.3,151.32999999999998,10,2017,40,Accessories
2017-10-15,45,1718.0,398.07,0.06000000000000001,12.0,12.0,27.0,440.21,137.94,10,2017,41,Accessories
2017-10-22,4,46.93,11.15,0.2,45.0,12.0,23.0,1718.0,398.07,10,2017,42,Accessories
2017-10-29,6,125.37,-1.2400000000000007,0.15000000000000002,4.0,45.0,20.333333333333332,46.93,11.15,10,2017,43,Accessories
2017-11-05,18,733.3499999999999,-13.149999999999999,0.1,6.0,4.0,18.333333333333332,125.37,-1.2400000000000007,11,2017,44,Accessories
2017-11-12,15,288.89,54.09,0.06666666666666667,18.0,6.0,9.333333333333334,733.3499999999999,-13.149999999999999,11,2017,45,Accessories
2017-11-19,41,1571.2800000000002,405.81,0.08888888888888889,15.0,18.0,13.0,288.89,54.09,11,2017,46,Accessories
2017-11-26,27,338.7,118.31,0.05,41.0,15.0,24.666666666666668,1571.2800000000002,405.81,11,2017,47,Accessories
2017-12-03,14,646.12,130.60999999999999,0.13333333333333333,27.0,41.0,27.666666666666668,338.7,118.31,12,2017,48,Accessories
2017-12-10,38,2234.96,424.90999999999997,0.06666666666666668,14.0,27.0,27.333333333333332,646.12,130.60999999999999,12,2017,49,Accessories
2017-12-17,39,978.96,184.02,0.12000000000000002,38.0,14.0,26.333333333333332,2234.96,424.90999999999997,12,2017,50,Accessories
2017-12-24,18,860.23,275.62,0.0,39.0,38.0,30.333333333333332,978.96,184.02,12,2017,51,Accessories
2017-12-31,10,190.73000000000002,55.39,0.1,18.0,39.0,31.666666666666668,860.23,275.62,12,2017,52,Accessories
2014-02-02,0,0.0,0.0,0.0,4.0,4.0,8.0,247.72,93.58,2,2014,5,Appliances
2014-02-09,9,200.94,51.190000000000005,0.06666666666666667,0.0,4.0,2.6666666666666665,0.0,0.0,2,2014,6,Appliances
2014-02-16,5,92.30999999999999,2.6799999999999997,0.5333333333333333,9.0,0.0,4.333333333333333,200.94,51.190000000000005,2,2014,7,Appliances
2014-02-23,0,0.0,0.0,0.0,5.0,9.0,4.666666666666667,92.30999999999999,2.6799999999999997,2,2014,8,Appliances
2014-03-02,0,0.0,0.0,0.0,0.0,5.0,4.666666666666667,0.0,0.0,3,2014,9,Appliances
2014-03-09,3,176.77,-459.61,0.8,0.0,0.0,1.6666666666666667,0.0,0.0,3,2014,10,Appliances
2014-03-16,0,0.0,0.0,0.0,3.0,0.0,1.0,176.77,-459.61,3,2014,11,Appliances
2014-03-23,2,93.78,36.57,0.0,0.0,3.0,1.0,0.0,0.0,3,2014,12,Appliances
2014-03-30,0,0.0,0.0,0.0,2.0,0.0,1.6666666666666667,93.78,36.57,3,2014,13,Appliances
2014-04-06,10,126.22,37.91,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,4,2014,14,Appliances
2014-04-13,9,192.63,35.870000000000005,0.13333333333333333,10.0,0.0,4.0,126.22,37.91,4,2014,15,Appliances
2014-04-20,2,106.96,31.02,0.0,9.0,10.0,6.333333333333333,192.63,35.870000000000005,4,2014,16,Appliances
2014-04-27,3,270.72,78.51,0.0,2.0,9.0,7.0,106.96,31.02,4,2014,17,Appliances
2014-05-04,0,0.0,0.0,0.0,3.0,2.0,4.666666666666667,270.72,78.51,5,2014,18,Appliances
2014-05-11,8,171.39,33.74,0.1,0.0,3.0,1.6666666666666667,0.0,0.0,5,2014,19,Appliances
2014-05-18,6,250.26,72.58,0.0,8.0,0.0,3.6666666666666665,171.39,33.74,5,2014,20,Appliances
2014-05-25,13,562.92,-31.94999999999999,0.2,6.0,8.0,4.666666666666667,250.26,72.58,5,2014,21,Appliances
2014-06-01,3,235.95,77.86,0.0,13.0,6.0,9.0,562.92,-31.94999999999999,6,2014,22,Appliances
2014-06-08,0,0.0,0.0,0.0,3.0,13.0,7.333333333333333,235.95,77.86,6,2014,23,Appliances
2014-06-15,0,0.0,0.0,0.0,0.0,3.0,5.333333333333333,0.0,0.0,6,2014,24,Appliances
2014-06-22,11,576.02,186.48999999999998,0.06666666666666667,0.0,0.0,1.0,0.0,0.0,6,2014,25,Appliances
2014-06-29,0,0.0,0.0,0.0,11.0,0.0,3.6666666666666665,576.02,186.48999999999998,6,2014,26,Appliances
2014-07-06,0,0.0,0.0,0.0,0.0,11.0,3.6666666666666665,0.0,0.0,7,2014,27,Appliances
2014-07-13,6,245.88,68.85,0.0,0.0,0.0,3.6666666666666665,0.0,0.0,7,2014,28,Appliances
